pr_number,state,additions,deletions,changed_files,analysis_time_hours,description_length,participants_count,comments_count,repo
39121,merged,0,0,0,164.41472222222222,0,1,1,dbeaver/dbeaver
39119,merged,0,0,0,22.63083333333333,0,4,5,dbeaver/dbeaver
39118,merged,0,0,0,338.75055555555554,0,4,5,dbeaver/dbeaver
39113,merged,0,0,0,349.42583333333334,316,4,7,dbeaver/dbeaver
39112,merged,0,0,0,192.9686111111111,132,3,3,dbeaver/dbeaver
39110,merged,0,0,0,245.72083333333333,697,5,7,dbeaver/dbeaver
39109,merged,0,0,0,237.94833333333332,132,3,3,dbeaver/dbeaver
4558,closed,0,0,0,10.435,47,2,4,termux/termux-app
4535,closed,0,0,0,370.93333333333334,27,2,3,termux/termux-app
4480,closed,0,0,0,1222.6777777777777,183,4,7,termux/termux-app
4417,merged,0,0,0,327.19944444444445,1065,4,18,termux/termux-app
15708,merged,0,0,0,5.438611111111111,1432,4,6,apache/dubbo
15707,merged,0,0,0,1.0058333333333334,1470,3,3,apache/dubbo
15699,closed,0,0,0,33.05722222222222,625,5,18,apache/dubbo
15697,merged,0,0,0,18.585555555555555,1155,4,4,apache/dubbo
15695,merged,0,0,0,13.883611111111112,3321,5,13,apache/dubbo
15693,merged,0,0,0,68.43222222222222,3298,5,5,apache/dubbo
15684,merged,0,0,0,1.1705555555555556,667,3,3,apache/dubbo
15683,merged,0,0,0,196.45222222222222,2045,3,3,apache/dubbo
15682,closed,0,0,0,275.7825,1139,5,11,apache/dubbo
15680,closed,0,0,0,295.22833333333335,556,4,14,apache/dubbo
15679,merged,0,0,0,217.39111111111112,699,5,6,apache/dubbo
15673,merged,0,0,0,86.5825,8815,3,3,apache/dubbo
15672,merged,0,0,0,3.5016666666666665,885,3,3,apache/dubbo
15667,merged,0,0,0,23.420833333333334,1060,4,4,apache/dubbo
15666,merged,0,0,0,525.7636111111111,2438,3,4,apache/dubbo
15664,merged,0,0,0,80.88527777777777,646,4,4,apache/dubbo
15662,merged,0,0,0,45.14472222222222,9035,4,4,apache/dubbo
15657,closed,0,0,0,567.8655555555556,2167,2,2,apache/dubbo
15655,merged,0,0,0,650.9727777777778,685,4,11,apache/dubbo
15654,merged,0,0,0,773.9516666666667,827,3,4,apache/dubbo
15651,closed,0,0,0,1.4425,1887,5,6,apache/dubbo
15646,merged,0,0,0,16.33861111111111,671,3,3,apache/dubbo
15633,closed,0,0,0,1084.8638888888888,1297,3,23,apache/dubbo
15627,closed,0,0,0,22.6625,613,2,2,apache/dubbo
15625,merged,0,0,0,14.393055555555556,622,3,4,apache/dubbo
15613,merged,0,0,0,23.295555555555556,84,4,6,apache/dubbo
15611,closed,0,0,0,1172.703611111111,10316,2,2,apache/dubbo
15604,merged,0,0,0,118.53416666666666,1032,5,8,apache/dubbo
15603,merged,0,0,0,320.4588888888889,1634,5,8,apache/dubbo
15602,merged,0,0,0,18.34777777777778,1333,5,8,apache/dubbo
15595,merged,0,0,0,3.328888888888889,880,4,5,apache/dubbo
15593,merged,0,0,0,5.973333333333334,646,4,8,apache/dubbo
15591,merged,0,0,0,2.6036111111111113,622,3,3,apache/dubbo
15589,merged,0,0,0,46.09916666666667,629,3,3,apache/dubbo
15586,merged,0,0,0,38.34861111111111,660,3,3,apache/dubbo
15584,merged,0,0,0,22.74861111111111,661,3,3,apache/dubbo
15582,closed,0,0,0,5.129444444444444,886,2,4,apache/dubbo
15581,merged,0,0,0,46.73027777777778,1002,3,3,apache/dubbo
15578,merged,0,0,0,82.65333333333334,1111,3,3,apache/dubbo
15573,merged,0,0,0,9.438888888888888,687,3,3,apache/dubbo
15558,closed,0,0,0,18.988611111111112,742,3,6,apache/dubbo
5433,closed,0,0,0,8785.389166666666,925,2,2,PhilJay/MPAndroidChart
4802,merged,0,0,0,42.46666666666667,4549,2,2,PhilJay/MPAndroidChart
18825,merged,0,0,0,77.48194444444445,0,2,2,eugenp/tutorials
18802,merged,0,0,0,72.75972222222222,0,1,1,eugenp/tutorials
18783,merged,0,0,0,406.24805555555554,0,1,3,eugenp/tutorials
7792,merged,0,0,0,9.45861111111111,550,4,4,halo-dev/halo
7790,merged,0,0,0,11.4575,353,4,4,halo-dev/halo
7789,merged,0,0,0,2.7716666666666665,425,3,3,halo-dev/halo
7788,merged,0,0,0,1.2197222222222222,1685,3,4,halo-dev/halo
7776,merged,0,0,0,11.40611111111111,306,3,3,halo-dev/halo
7775,merged,0,0,0,11.914166666666667,491,4,4,halo-dev/halo
7774,merged,0,0,0,11.839722222222223,326,3,3,halo-dev/halo
7762,merged,0,0,0,124.25722222222223,310,4,5,halo-dev/halo
7760,merged,0,0,0,103.29527777777778,350,4,4,halo-dev/halo
7756,merged,0,0,0,104.03416666666666,405,4,4,halo-dev/halo
7753,merged,0,0,0,125.30333333333333,266,4,4,halo-dev/halo
7749,merged,0,0,0,197.08527777777778,330,4,4,halo-dev/halo
7746,merged,0,0,0,20.56361111111111,428,3,3,halo-dev/halo
7745,merged,0,0,0,22.786944444444444,361,3,3,halo-dev/halo
7744,merged,0,0,0,1.3105555555555555,403,3,3,halo-dev/halo
7738,merged,0,0,0,16.034444444444443,791,4,4,halo-dev/halo
7726,merged,0,0,0,95.48972222222223,271,4,4,halo-dev/halo
7715,merged,0,0,0,167.47222222222223,345,3,3,halo-dev/halo
7711,merged,0,0,0,24.147222222222222,312,3,3,halo-dev/halo
7703,merged,0,0,0,2.2330555555555556,254,4,4,halo-dev/halo
7700,merged,0,0,0,27.16027777777778,326,4,4,halo-dev/halo
7695,merged,0,0,0,11.508333333333333,269,3,3,halo-dev/halo
7689,merged,0,0,0,2.464166666666667,307,4,4,halo-dev/halo
7688,merged,0,0,0,58.58722222222222,763,4,4,halo-dev/halo
7687,merged,0,0,0,72.31888888888889,710,4,4,halo-dev/halo
7684,merged,0,0,0,104.17861111111111,330,4,4,halo-dev/halo
7683,merged,0,0,0,3.8469444444444445,289,4,4,halo-dev/halo
7682,merged,0,0,0,18.350277777777777,669,4,4,halo-dev/halo
7681,merged,0,0,0,21.840555555555557,493,4,4,halo-dev/halo
7678,merged,0,0,0,6.5,810,3,3,halo-dev/halo
7677,merged,0,0,0,20.629722222222224,595,3,3,halo-dev/halo
7674,merged,0,0,0,48.98444444444444,490,5,5,halo-dev/halo
7670,merged,0,0,0,30.455,367,4,5,halo-dev/halo
7668,merged,0,0,0,5.474444444444444,448,4,4,halo-dev/halo
7667,merged,0,0,0,6.358611111111111,236,5,6,halo-dev/halo
7665,merged,0,0,0,55.785,641,5,6,halo-dev/halo
7643,merged,0,0,0,22.22,313,3,3,halo-dev/halo
7642,merged,0,0,0,24.683333333333334,293,3,3,halo-dev/halo
7640,merged,0,0,0,68.00083333333333,328,3,3,halo-dev/halo
7635,merged,0,0,0,4.724444444444444,229,4,4,halo-dev/halo
7634,merged,0,0,0,4.815,400,4,4,halo-dev/halo
7632,merged,0,0,0,3.9980555555555557,518,5,6,halo-dev/halo
7631,merged,0,0,0,68.35138888888889,1891,6,10,halo-dev/halo
7630,merged,0,0,0,174.63666666666666,761,5,5,halo-dev/halo
7628,merged,0,0,0,19.080277777777777,411,5,5,halo-dev/halo
7626,merged,0,0,0,3.1733333333333333,208,4,4,halo-dev/halo
7617,merged,0,0,0,499.28222222222223,879,4,4,halo-dev/halo
7616,merged,0,0,0,500.1694444444444,591,4,4,halo-dev/halo
7608,merged,0,0,0,95.715,364,4,4,halo-dev/halo
7606,merged,0,0,0,16.349444444444444,746,4,4,halo-dev/halo
7604,merged,0,0,0,17.128333333333334,220,5,5,halo-dev/halo
7602,merged,0,0,0,162.12777777777777,479,5,5,halo-dev/halo
7601,merged,0,0,0,64.68055555555556,249,5,7,halo-dev/halo
7600,merged,0,0,0,64.92166666666667,637,6,6,halo-dev/halo
7599,merged,0,0,0,162.85916666666665,380,4,4,halo-dev/halo
7598,merged,0,0,0,164.7411111111111,366,5,5,halo-dev/halo
7595,merged,0,0,0,165.46194444444444,342,5,5,halo-dev/halo
7594,merged,0,0,0,5.833888888888889,517,5,5,halo-dev/halo
3061,merged,0,0,0,182.0727777777778,316,1,1,alibaba/arthas
3059,merged,0,0,0,65.00361111111111,383,2,2,alibaba/arthas
3058,merged,0,0,0,67.63944444444445,208,1,1,alibaba/arthas
3057,merged,0,0,0,222.13833333333332,50,3,4,alibaba/arthas
3054,merged,0,0,0,313.24583333333334,1109,3,6,alibaba/arthas
3046,closed,0,0,0,144.42416666666668,508,4,4,alibaba/arthas
3041,merged,0,0,0,232.6675,599,3,4,alibaba/arthas
3039,merged,0,0,0,546.7902777777778,2340,3,16,alibaba/arthas
3030,merged,0,0,0,1558.0908333333334,134,4,7,alibaba/arthas
3017,merged,0,0,0,3166.725,0,2,2,alibaba/arthas
2949,merged,0,0,0,71.99777777777778,8,2,2,alibaba/arthas
2915,merged,0,0,0,688.0633333333334,458,4,10,alibaba/arthas
2905,merged,0,0,0,384.1872222222222,236,2,3,alibaba/arthas
2904,closed,0,0,0,260.50444444444446,262,2,5,alibaba/arthas
2903,merged,0,0,0,26.764166666666668,269,2,5,alibaba/arthas
2891,merged,0,0,0,210.46722222222223,91,1,2,alibaba/arthas
2736,merged,0,0,0,36.74055555555555,54,2,4,alibaba/arthas
2663,merged,0,0,0,90.06583333333333,896,3,5,airbnb/lottie-android
2661,merged,0,0,0,90.09833333333333,1099,3,9,airbnb/lottie-android
2660,merged,0,0,0,212.44916666666666,203,4,6,airbnb/lottie-android
2652,merged,0,0,0,50.428333333333335,870,2,2,airbnb/lottie-android
2646,merged,0,0,0,3.472777777777778,361,2,2,airbnb/lottie-android
2641,merged,0,0,0,17.465555555555557,0,2,2,airbnb/lottie-android
2640,merged,0,0,0,1.8569444444444445,106,2,3,airbnb/lottie-android
2639,merged,0,0,0,70.32277777777777,619,2,3,airbnb/lottie-android
2637,closed,0,0,0,3257.64,0,2,4,airbnb/lottie-android
2635,merged,0,0,0,321.1272222222222,358,3,7,airbnb/lottie-android
2626,merged,0,0,0,1.8558333333333332,367,2,2,airbnb/lottie-android
2623,merged,0,0,0,6.248611111111111,299,2,2,airbnb/lottie-android
2613,merged,0,0,0,21.3625,72,2,2,airbnb/lottie-android
2611,merged,0,0,0,449.2083333333333,58,3,5,airbnb/lottie-android
2591,merged,0,0,0,155.13222222222223,367,3,5,airbnb/lottie-android
2578,merged,0,0,0,2597.130277777778,259,4,9,airbnb/lottie-android
2573,merged,0,0,0,81.95444444444445,1233,2,2,airbnb/lottie-android
2566,merged,0,0,0,53.301944444444445,0,2,2,airbnb/lottie-android
2565,merged,0,0,0,135.45666666666668,59,3,7,airbnb/lottie-android
2548,merged,0,0,0,869.9194444444445,9026,4,19,airbnb/lottie-android
2546,merged,0,0,0,2.175,531,2,2,airbnb/lottie-android
2544,merged,0,0,0,850.0236111111111,326,3,7,airbnb/lottie-android
2543,merged,0,0,0,13.75,137,2,2,airbnb/lottie-android
2542,merged,0,0,0,22.94611111111111,560,3,10,airbnb/lottie-android
2541,merged,0,0,0,14.155,787,2,2,airbnb/lottie-android
2540,merged,0,0,0,27.68861111111111,232,3,4,airbnb/lottie-android
2538,merged,0,0,0,14.898888888888889,105,2,2,airbnb/lottie-android
2536,merged,0,0,0,188.30944444444444,713,5,17,airbnb/lottie-android
2531,merged,0,0,0,12.299722222222222,567,3,7,airbnb/lottie-android
2530,merged,0,0,0,12.1275,0,3,6,airbnb/lottie-android
2529,merged,0,0,0,10.1725,80,2,2,airbnb/lottie-android
2528,merged,0,0,0,10.240277777777777,0,2,3,airbnb/lottie-android
2527,merged,0,0,0,33.17,263,3,4,airbnb/lottie-android
2523,merged,0,0,0,244.80166666666668,1201,3,29,airbnb/lottie-android
2519,merged,0,0,0,37.43666666666667,2867,3,9,airbnb/lottie-android
2518,merged,0,0,0,118.99555555555555,1723,3,8,airbnb/lottie-android
2514,merged,0,0,0,821.4966666666667,233,3,12,airbnb/lottie-android
2512,merged,0,0,0,387.23083333333335,272,3,12,airbnb/lottie-android
2510,closed,0,0,0,2809.0622222222223,70,4,5,airbnb/lottie-android
2509,merged,0,0,0,9.764444444444445,0,2,2,airbnb/lottie-android
2501,merged,0,0,0,144.99027777777778,188,3,8,airbnb/lottie-android
2497,merged,0,0,0,4460.0633333333335,283,1,3,airbnb/lottie-android
2494,merged,0,0,0,62.05138888888889,67,3,7,airbnb/lottie-android
2465,merged,0,0,0,37.83138888888889,6153,2,2,airbnb/lottie-android
2457,merged,0,0,0,7.774166666666667,623,4,5,airbnb/lottie-android
2455,merged,0,0,0,2.2744444444444443,82,3,4,airbnb/lottie-android
2454,merged,0,0,0,688.335,162,2,3,airbnb/lottie-android
2451,merged,0,0,0,24.76861111111111,413,4,29,airbnb/lottie-android
2427,merged,0,0,0,50.26833333333333,68,4,8,airbnb/lottie-android
12676,merged,0,0,0,22.371111111111112,273,1,1,TeamNewPipe/NewPipe
12671,merged,0,0,0,47.032222222222224,2873,3,5,TeamNewPipe/NewPipe
12616,merged,0,0,0,52.72555555555556,1408,1,1,TeamNewPipe/NewPipe
12615,merged,0,0,0,29.90388888888889,1368,1,1,TeamNewPipe/NewPipe
12612,merged,0,0,0,5.37,778,1,1,TeamNewPipe/NewPipe
12607,closed,0,0,0,178.63722222222222,471,2,2,TeamNewPipe/NewPipe
12606,merged,0,0,0,582.5883333333334,3227,2,4,TeamNewPipe/NewPipe
12605,merged,0,0,0,600.0316666666666,2086,1,2,TeamNewPipe/NewPipe
12604,merged,0,0,0,24.746944444444445,1709,1,1,TeamNewPipe/NewPipe
12578,merged,0,0,0,166.32222222222222,2709,4,9,TeamNewPipe/NewPipe
12569,merged,0,0,0,47.84916666666667,1972,1,1,TeamNewPipe/NewPipe
12550,merged,0,0,0,731.4497222222222,1186,5,7,TeamNewPipe/NewPipe
12544,merged,0,0,0,258.41555555555556,1797,3,5,TeamNewPipe/NewPipe
12483,merged,0,0,0,246.92694444444444,1119,2,2,TeamNewPipe/NewPipe
12478,closed,0,0,0,13.807777777777778,2113,3,3,TeamNewPipe/NewPipe
12477,closed,0,0,0,71.45083333333334,3217,3,5,TeamNewPipe/NewPipe
12476,merged,0,0,0,22.129722222222224,1427,1,1,TeamNewPipe/NewPipe
12472,merged,0,0,0,28.284444444444443,1061,1,1,TeamNewPipe/NewPipe
12471,merged,0,0,0,857.5519444444444,868,3,7,TeamNewPipe/NewPipe
12470,merged,0,0,0,45.54944444444445,1834,2,5,TeamNewPipe/NewPipe
12460,merged,0,0,0,207.3188888888889,2123,1,1,TeamNewPipe/NewPipe
12458,closed,0,0,0,632.5352777777778,2867,3,4,TeamNewPipe/NewPipe
12455,merged,0,0,0,142.66305555555556,1556,2,2,TeamNewPipe/NewPipe
12450,merged,0,0,0,239.37166666666667,1854,1,2,TeamNewPipe/NewPipe
12444,merged,0,0,0,30.06861111111111,2554,2,5,TeamNewPipe/NewPipe
12438,merged,0,0,0,33.781666666666666,6589,4,9,TeamNewPipe/NewPipe
12437,merged,0,0,0,32.03527777777778,1058,1,1,TeamNewPipe/NewPipe
12434,merged,0,0,0,71.0575,633,4,5,TeamNewPipe/NewPipe
12426,closed,0,0,0,1320.9294444444445,1513,2,2,TeamNewPipe/NewPipe
12416,merged,0,0,0,5.443333333333333,1744,1,1,TeamNewPipe/NewPipe
12415,merged,0,0,0,117.67333333333333,1856,2,3,TeamNewPipe/NewPipe
12412,merged,0,0,0,188.5063888888889,3684,3,4,TeamNewPipe/NewPipe
12410,merged,0,0,0,44.52305555555556,2485,1,1,TeamNewPipe/NewPipe
12409,merged,0,0,0,26.357222222222223,1092,1,1,TeamNewPipe/NewPipe
12408,merged,0,0,0,400.81583333333333,717,3,4,TeamNewPipe/NewPipe
12404,merged,0,0,0,2307.9619444444443,1920,6,47,TeamNewPipe/NewPipe
12388,merged,0,0,0,654.2030555555556,2509,3,8,TeamNewPipe/NewPipe
12367,merged,0,0,0,617.3861111111111,1451,3,8,TeamNewPipe/NewPipe
12356,merged,0,0,0,456.51972222222224,2977,3,4,TeamNewPipe/NewPipe
12348,merged,0,0,0,5.233888888888889,1439,2,3,TeamNewPipe/NewPipe
12347,merged,0,0,0,690.7880555555555,1781,3,4,TeamNewPipe/NewPipe
12337,merged,0,0,0,985.2875,1359,3,18,TeamNewPipe/NewPipe
12325,merged,0,0,0,93.00611111111111,2484,4,5,TeamNewPipe/NewPipe
12322,merged,0,0,0,26.433888888888887,1807,2,2,TeamNewPipe/NewPipe
12302,merged,0,0,0,318.51694444444445,664,3,3,TeamNewPipe/NewPipe
12298,merged,0,0,0,7.697222222222222,1368,2,2,TeamNewPipe/NewPipe
12259,merged,0,0,0,31.389166666666668,1347,3,3,TeamNewPipe/NewPipe
12258,merged,0,0,0,1684.775,2308,5,12,TeamNewPipe/NewPipe
12256,merged,0,0,0,2.1166666666666667,1760,2,2,TeamNewPipe/NewPipe
12254,merged,0,0,0,2973.7877777777776,1928,4,7,TeamNewPipe/NewPipe
12253,merged,0,0,0,2728.4308333333333,2138,3,4,TeamNewPipe/NewPipe
12252,merged,0,0,0,2975.6875,2686,4,10,TeamNewPipe/NewPipe
12217,merged,0,0,0,928.2408333333333,847,4,11,TeamNewPipe/NewPipe
12215,merged,0,0,0,5.671666666666667,1067,1,2,TeamNewPipe/NewPipe
12214,merged,0,0,0,214.25083333333333,1402,5,5,TeamNewPipe/NewPipe
12202,merged,0,0,0,308.26,971,6,8,TeamNewPipe/NewPipe
12188,merged,0,0,0,477.22527777777776,1344,3,11,TeamNewPipe/NewPipe
12164,merged,0,0,0,8.608888888888888,1502,2,2,TeamNewPipe/NewPipe
12150,merged,0,0,0,144.77444444444444,1010,2,2,TeamNewPipe/NewPipe
12117,merged,0,0,0,482.845,429,3,8,TeamNewPipe/NewPipe
12104,merged,0,0,0,108.67083333333333,7102,2,2,TeamNewPipe/NewPipe
12093,merged,0,0,0,665.0388888888889,2403,9,34,TeamNewPipe/NewPipe
12089,merged,0,0,0,105.62916666666666,2165,4,5,TeamNewPipe/NewPipe
12083,merged,0,0,0,184.49916666666667,814,6,9,TeamNewPipe/NewPipe
4741,merged,0,0,0,2.8497222222222223,5450,1,1,doocs/leetcode
4734,merged,0,0,0,75.84,33,3,4,doocs/leetcode
4703,closed,0,0,0,23.354166666666668,74,2,3,doocs/leetcode
5574,merged,0,0,0,14.596944444444444,82,2,2,bumptech/glide
5572,merged,0,0,0,523.8563888888889,194,1,1,bumptech/glide
5499,merged,0,0,0,90.7975,211,2,3,bumptech/glide
5475,merged,0,0,0,236.7813888888889,556,3,15,bumptech/glide
15729,merged,0,0,0,33.735,417,2,3,netty/netty
15728,merged,0,0,0,13.383333333333333,610,3,4,netty/netty
15727,merged,0,0,0,13.825555555555555,622,3,3,netty/netty
15722,merged,0,0,0,40.86388888888889,1082,4,13,netty/netty
15720,merged,0,0,0,17.769166666666667,221,1,1,netty/netty
15718,merged,0,0,0,3.058333333333333,280,1,1,netty/netty
15716,merged,0,0,0,6.496388888888889,349,1,1,netty/netty
15714,merged,0,0,0,3.0883333333333334,378,1,1,netty/netty
15713,merged,0,0,0,166.04972222222221,742,4,5,netty/netty
15712,merged,0,0,0,13.253055555555555,597,3,3,netty/netty
15710,merged,0,0,0,14.604444444444445,381,3,4,netty/netty
15709,merged,0,0,0,1.5708333333333333,383,2,2,netty/netty
15708,merged,0,0,0,2.7630555555555554,290,1,1,netty/netty
15700,merged,0,0,0,16.66027777777778,364,4,7,netty/netty
15699,merged,0,0,0,17.011111111111113,379,2,2,netty/netty
15698,merged,0,0,0,5.196111111111111,288,2,3,netty/netty
15695,merged,0,0,0,17.394166666666667,163,2,2,netty/netty
15694,merged,0,0,0,41.29805555555556,302,3,3,netty/netty
15688,merged,0,0,0,11.769444444444444,261,1,1,netty/netty
15684,merged,0,0,0,13.089166666666667,421,2,2,netty/netty
15683,merged,0,0,0,8.366388888888888,624,1,3,netty/netty
15682,merged,0,0,0,3.7802777777777776,211,4,10,netty/netty
15679,merged,0,0,0,16.24222222222222,224,2,2,netty/netty
15678,merged,0,0,0,10.458055555555555,233,2,2,netty/netty
15677,merged,0,0,0,1.131388888888889,233,3,4,netty/netty
15676,merged,0,0,0,202.8827777777778,841,4,11,netty/netty
15674,merged,0,0,0,28.115833333333335,430,2,2,netty/netty
15670,merged,0,0,0,11.012222222222222,699,3,7,netty/netty
15669,merged,0,0,0,12.444722222222222,375,2,2,netty/netty
15665,merged,0,0,0,1.1702777777777778,290,2,2,netty/netty
15664,merged,0,0,0,2.0083333333333333,1042,1,1,netty/netty
15661,merged,0,0,0,15.895555555555555,1537,6,25,netty/netty
15660,merged,0,0,0,18.072777777777777,300,3,12,netty/netty
15659,merged,0,0,0,6.464444444444444,298,2,2,netty/netty
15657,closed,0,0,0,7.428055555555556,298,3,5,netty/netty
15652,merged,0,0,0,53.975,1044,3,5,netty/netty
15651,merged,0,0,0,67.505,468,1,1,netty/netty
15649,merged,0,0,0,3.8291666666666666,473,2,4,netty/netty
15646,merged,0,0,0,10.223611111111111,492,1,1,netty/netty
15639,merged,0,0,0,14.268611111111111,287,3,3,netty/netty
15636,merged,0,0,0,146.38416666666666,354,4,4,netty/netty
15634,merged,0,0,0,6.598888888888889,617,1,1,netty/netty
15628,merged,0,0,0,2.4169444444444443,964,2,2,netty/netty
15626,merged,0,0,0,147.0236111111111,549,3,14,netty/netty
15624,merged,0,0,0,257.7711111111111,824,7,27,netty/netty
15622,merged,0,0,0,669.1655555555556,1929,3,29,netty/netty
15620,merged,0,0,0,7.5525,786,2,3,netty/netty
15610,merged,0,0,0,697.465,500,6,92,netty/netty
15609,merged,0,0,0,44.4625,347,3,9,netty/netty
182,merged,0,0,0,25.715833333333332,13,1,1,xkcoding/spring-boot-demo
177,merged,0,0,0,29.424166666666668,39,2,2,xkcoding/spring-boot-demo
170,merged,0,0,0,167.90194444444444,120,1,1,xkcoding/spring-boot-demo
151,merged,0,0,0,35.80916666666667,39,1,2,xkcoding/spring-boot-demo
149,merged,0,0,0,1138.7055555555555,311,1,1,xkcoding/spring-boot-demo
92,closed,0,0,0,17166.94277777778,160,1,1,xkcoding/spring-boot-demo
89,merged,0,0,0,162.80333333333334,446,2,7,xkcoding/spring-boot-demo
59,merged,0,0,0,164.97472222222223,358,1,2,xkcoding/spring-boot-demo
40,closed,0,0,0,6.819444444444445,13,2,4,xkcoding/spring-boot-demo
34,merged,0,0,0,7.176388888888889,0,2,4,xkcoding/spring-boot-demo
33,merged,0,0,0,13.854722222222222,45,1,1,xkcoding/spring-boot-demo
28,merged,0,0,0,3.459722222222222,118,1,1,xkcoding/spring-boot-demo
1656,merged,0,0,0,3057.3702777777776,38,1,2,Blankj/AndroidUtilCode
1580,merged,0,0,0,5260.336388888889,76,1,1,Blankj/AndroidUtilCode
1965,merged,0,0,0,6.411388888888889,106,1,1,zxing/zxing
1926,closed,0,0,0,412.7711111111111,8076,3,3,zxing/zxing
1901,merged,0,0,0,29.75638888888889,334,2,5,zxing/zxing
1887,closed,0,0,0,3081.224722222222,10131,2,2,zxing/zxing
1879,merged,0,0,0,599.9938888888889,136,1,1,zxing/zxing
1878,merged,0,0,0,1.8597222222222223,243,2,4,zxing/zxing
1867,closed,0,0,0,2015.525,4162,2,2,zxing/zxing
1801,merged,0,0,0,46.41555555555556,949,2,5,zxing/zxing
879,closed,0,0,0,874.0916666666667,363,3,6,YunaiV/ruoyi-vue-pro
876,closed,0,0,0,961.7627777777777,37,2,4,YunaiV/ruoyi-vue-pro
852,merged,0,0,0,1576.0344444444445,95,3,8,YunaiV/ruoyi-vue-pro
838,closed,0,0,0,130.30694444444444,63,1,1,YunaiV/ruoyi-vue-pro
833,closed,0,0,0,1777.4577777777777,0,3,6,YunaiV/ruoyi-vue-pro
824,closed,0,0,0,119.52833333333334,24,2,2,YunaiV/ruoyi-vue-pro
814,closed,0,0,0,1082.4105555555554,14,3,6,YunaiV/ruoyi-vue-pro
812,closed,0,0,0,2140.4105555555557,68,3,6,YunaiV/ruoyi-vue-pro
752,closed,0,0,0,1272.7672222222222,0,2,3,YunaiV/ruoyi-vue-pro
731,merged,0,0,0,884.4855555555556,222,2,2,YunaiV/ruoyi-vue-pro
720,closed,0,0,0,1009.7255555555555,155,2,10,YunaiV/ruoyi-vue-pro
718,closed,0,0,0,5586.396944444445,326,3,4,YunaiV/ruoyi-vue-pro
694,merged,0,0,0,69.59305555555555,0,1,1,YunaiV/ruoyi-vue-pro
681,closed,0,0,0,7046.795277777778,0,6,11,YunaiV/ruoyi-vue-pro
609,closed,0,0,0,8407.1175,0,2,3,YunaiV/ruoyi-vue-pro
568,merged,0,0,0,65.37805555555556,0,2,2,YunaiV/ruoyi-vue-pro
561,merged,0,0,0,58.84722222222222,156,2,4,YunaiV/ruoyi-vue-pro
555,closed,0,0,0,9845.777222222223,108,3,10,YunaiV/ruoyi-vue-pro
532,closed,0,0,0,215.54111111111112,0,1,3,YunaiV/ruoyi-vue-pro
16392,merged,0,0,0,26.893055555555556,6550,3,17,SeleniumHQ/selenium
16386,merged,0,0,0,1.6511111111111112,1536,4,14,SeleniumHQ/selenium
16380,merged,0,0,0,2.4058333333333333,6780,2,3,SeleniumHQ/selenium
16376,merged,0,0,0,1.8694444444444445,2005,3,4,SeleniumHQ/selenium
16350,closed,0,0,0,23.05388888888889,3982,3,4,SeleniumHQ/selenium
16325,merged,0,0,0,24.34888888888889,2654,3,7,SeleniumHQ/selenium
16311,merged,0,0,0,22.665277777777778,13820,2,3,SeleniumHQ/selenium
16309,merged,0,0,0,152.86777777777777,2754,4,14,SeleniumHQ/selenium
16297,closed,0,0,0,50.202222222222225,2399,4,8,SeleniumHQ/selenium
16295,merged,0,0,0,39.72555555555556,2540,3,7,SeleniumHQ/selenium
16289,merged,0,0,0,138.0013888888889,3719,3,5,SeleniumHQ/selenium
16286,merged,0,0,0,5.488611111111111,2161,2,3,SeleniumHQ/selenium
16283,merged,0,0,0,99.70722222222223,2995,4,12,SeleniumHQ/selenium
16281,merged,0,0,0,29.305,2947,3,5,SeleniumHQ/selenium
16275,merged,0,0,0,82.37638888888888,3988,4,6,SeleniumHQ/selenium
16271,merged,0,0,0,161.8061111111111,3056,3,7,SeleniumHQ/selenium
16267,merged,0,0,0,176.86055555555555,5312,3,4,SeleniumHQ/selenium
16262,merged,0,0,0,52.49166666666667,3714,5,6,SeleniumHQ/selenium
16259,merged,0,0,0,72.97611111111111,5959,4,11,SeleniumHQ/selenium
16257,merged,0,0,0,156.51388888888889,2582,6,10,SeleniumHQ/selenium
16251,merged,0,0,0,21.696666666666665,3220,2,3,SeleniumHQ/selenium
16250,merged,0,0,0,60.605,3003,5,10,SeleniumHQ/selenium
16241,merged,0,0,0,318.9141666666667,2834,3,4,SeleniumHQ/selenium
13872,merged,0,0,0,3.8055555555555554,1790,3,3,alibaba/nacos
13868,merged,0,0,0,3.6394444444444445,106,3,3,alibaba/nacos
13864,merged,0,0,0,14.718333333333334,1607,3,3,alibaba/nacos
13861,merged,0,0,0,19.938333333333333,268,4,4,alibaba/nacos
13858,merged,0,0,0,3.4941666666666666,2120,5,5,alibaba/nacos
13844,merged,0,0,0,11.713611111111112,1470,3,3,alibaba/nacos
13836,merged,0,0,0,46.60638888888889,1434,3,3,alibaba/nacos
13831,merged,0,0,0,16.0375,1482,4,6,alibaba/nacos
13827,merged,0,0,0,14.559444444444445,2792,4,5,alibaba/nacos
13817,merged,0,0,0,15.789166666666667,1473,3,3,alibaba/nacos
13812,merged,0,0,0,14.6975,1430,3,4,alibaba/nacos
13808,merged,0,0,0,22.89138888888889,1510,3,5,alibaba/nacos
13807,merged,0,0,0,8.164722222222222,1470,3,3,alibaba/nacos
13803,merged,0,0,0,1.0275,1474,2,2,alibaba/nacos
13788,merged,0,0,0,16.179166666666667,1508,2,2,alibaba/nacos
